student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
2682,19,Female,High School,2.68,1.82,1.8,1.6,1.01,8.06,6.72,73,268,1,1,Good,3,8.84,6.62,16.53,18.45
2683,21,Female,High School,5.77,3.81,1.9,1.43,1.74,7.89,4.51,79,358,0,1,Good,4,23.42,8.85,33.66,27.35
2684,23,Female,High School,4.39,2.82,2.25,3.4,2.15,7.73,7.69,95,0,0,1,Average,1,16.9,5.85,9.71,12.25
2685,17,Female,High School,8.31,1.45,1.54,5.27,2.69,6.88,4.38,68,37,0,0,Good,4,17.44,24.14,47.13,45.2
2686,23,Other,High School,1.27,1.4,2.18,4.08,0.39,5.29,5.5,79,191,1,1,Good,4,1.44,14.6,14.59,4.06
2687,20,Male,High School,4.32,0.94,2.06,3.83,1.11,5.4,10.19,93,291,0,0,Good,9,11.26,42.08,30.48,32.33
2688,19,Other,High School,2.66,1.67,1.8,3.74,1.84,5.75,8.9,150,230,1,0,Average,1,0.0,7.36,2.88,11.71
2689,24,Female,High School,5.48,0.0,1.9,4.26,1.9,8.16,6.4,112,40,1,0,Poor,6,6.66,9.09,29.61,33.1
2690,16,Male,High School,5.81,0.5,2.18,3.42,0.96,7.23,5.59,55,241,0,0,Poor,6,15.04,1.84,28.26,32.53
2691,20,Male,High School,4.8,3.18,0.28,5.43,1.47,7.73,6.06,104,261,0,0,Good,4,26.69,10.75,12.26,17.79
2692,17,Other,High School,2.79,0.35,0.0,3.32,0.68,6.48,9.31,74,0,1,0,Poor,5,11.01,22.13,9.3,18.89
2693,17,Other,High School,0.0,1.37,0.0,4.09,1.56,7.63,13.75,144,363,1,1,Good,7,0.0,19.54,4.31,3.83
2694,20,Female,High School,3.96,2.52,0.28,2.11,1.73,6.36,8.55,134,88,0,1,Average,10,18.77,13.68,37.35,42.56
2695,17,Female,High School,7.13,0.9,1.08,4.02,2.9,8.84,6.94,118,229,1,0,Good,5,25.7,20.31,44.26,46.15
2696,22,Female,High School,6.67,2.44,1.74,2.49,2.94,6.63,7.57,31,355,0,0,Poor,6,22.17,18.87,37.51,35.6
2697,17,Female,High School,5.53,5.06,1.47,3.33,2.24,7.84,6.41,112,98,1,0,Good,8,16.48,8.83,34.85,37.49
2698,16,Female,High School,2.96,1.42,0.53,5.51,2.32,8.07,13.83,135,445,1,1,Average,7,5.14,19.01,22.84,20.93
2699,23,Male,High School,4.84,2.56,1.93,2.46,1.6,5.41,3.62,67,137,0,0,Poor,4,26.21,0.79,31.1,29.79
2700,17,Male,High School,3.0,3.68,1.56,1.33,0.0,6.62,9.15,113,0,1,1,Good,1,16.74,2.65,15.1,2.12
2701,17,Male,High School,7.1,2.13,2.59,3.79,1.99,8.53,4.67,87,170,1,1,Average,4,18.75,6.71,28.55,31.09
2702,16,Other,High School,2.56,1.45,2.3,0.74,0.18,7.02,3.57,75,417,0,1,Average,3,18.24,0.0,8.2,9.39
2703,17,Other,High School,4.45,2.35,2.72,2.1,0.55,8.48,3.95,150,181,0,0,Good,5,16.89,0.0,32.5,20.49
2704,19,Male,High School,3.04,2.63,1.48,3.71,2.24,9.31,10.31,103,39,0,0,Average,3,8.75,5.18,10.15,18.25
2705,22,Female,High School,5.78,2.77,2.71,4.27,2.36,7.06,8.15,93,0,1,0,Good,8,25.03,22.08,35.91,27.89
2706,19,Other,High School,7.25,2.13,1.48,3.48,2.97,7.18,10.87,102,0,1,0,Good,9,26.89,17.07,49.01,43.91
2707,17,Male,High School,4.65,2.24,1.84,4.28,0.62,4.54,13.7,92,333,1,0,Poor,4,12.57,36.7,21.74,23.78
2708,24,Female,High School,6.36,2.96,2.18,3.93,3.99,6.75,4.98,75,180,0,1,Average,6,14.69,22.44,32.61,24.09
2709,19,Male,High School,5.02,1.21,0.24,1.68,2.22,7.99,13.52,0,41,0,0,Good,6,19.63,13.63,39.21,24.12
2710,23,Female,High School,5.45,2.83,2.03,2.68,1.72,5.16,6.11,8,0,1,0,Average,2,20.96,12.33,19.11,22.01
2711,16,Male,High School,5.34,2.15,1.24,2.77,0.06,4.0,5.79,104,97,1,0,Good,6,17.89,6.03,23.35,31.69
2712,17,Female,High School,3.46,2.8,2.74,3.15,1.04,7.32,1.23,94,364,1,1,Poor,5,16.04,0.0,20.88,17.83
2713,22,Other,High School,3.57,1.53,4.67,0.5,3.12,8.22,9.11,120,192,1,0,Average,1,9.79,4.59,17.46,15.76
2714,17,Female,High School,5.89,2.01,1.86,3.43,1.53,4.0,3.86,24,200,1,0,Poor,2,27.45,0.0,23.4,35.18
2715,18,Other,High School,5.69,1.19,1.17,3.01,1.1,7.46,3.39,62,0,0,1,Poor,6,18.42,0.0,30.68,22.47
2716,20,Other,High School,7.47,1.7,3.93,2.92,1.67,5.14,5.27,80,105,0,0,Poor,5,24.35,26.37,36.5,35.76
2717,23,Other,High School,7.87,2.05,1.07,3.59,2.98,7.66,5.72,141,411,0,1,Good,10,22.88,8.53,59.33,55.21
2718,17,Other,High School,5.02,2.88,1.17,2.53,1.76,6.07,9.08,150,387,0,0,Good,8,20.37,9.87,29.94,31.98
2719,18,Female,High School,6.6,2.8,2.03,3.94,0.78,7.94,6.94,53,152,0,0,Good,1,20.63,13.73,26.39,32.48
2720,21,Male,High School,4.61,3.52,1.89,3.15,0.81,5.9,2.96,122,165,0,0,Good,3,15.98,11.37,13.07,23.45
2721,17,Female,High School,5.36,4.1,1.8,1.82,1.79,9.05,6.84,93,359,1,0,Poor,5,22.93,0.0,31.18,30.82
2722,24,Other,High School,5.15,1.14,1.98,2.05,1.75,5.82,5.45,146,334,1,0,Average,6,5.68,13.16,22.16,33.29
2723,20,Female,High School,6.32,1.32,0.0,3.73,2.72,7.65,2.75,32,404,0,1,Good,9,16.08,0.0,30.05,31.13
2724,18,Other,High School,6.17,2.09,3.34,1.39,0.32,7.31,12.02,115,128,1,1,Good,8,22.4,16.23,40.25,44.03
2725,18,Female,High School,5.15,1.97,0.0,4.65,3.64,8.45,3.45,16,443,1,1,Good,4,14.77,8.47,23.55,17.07
2726,20,Female,High School,2.7,3.71,0.31,6.04,1.2,4.87,7.5,98,0,0,1,Poor,2,7.43,25.77,1.0,18.55
2727,19,Male,High School,5.93,1.99,0.27,4.37,0.84,7.1,6.04,134,93,1,0,Average,5,11.41,16.85,34.97,33.84
2728,16,Male,High School,5.33,0.39,0.42,2.95,1.64,9.71,10.98,69,93,1,1,Average,9,8.46,8.39,32.94,32.25
2729,16,Male,High School,2.72,2.59,0.57,2.76,1.67,7.88,6.1,132,358,1,1,Good,10,9.75,8.45,21.06,26.24
2730,20,Female,High School,7.82,0.0,1.15,2.43,2.62,5.92,7.29,129,102,0,0,Good,5,14.58,17.05,37.88,47.12
2731,21,Other,High School,5.46,1.98,4.34,2.31,1.62,7.38,1.98,76,268,0,1,Good,10,20.04,5.19,33.38,42.24
2732,23,Male,High School,3.21,1.36,1.48,4.53,0.4,7.56,1.0,56,378,0,0,Good,6,4.87,0.0,16.74,24.81
2733,21,Other,High School,7.68,3.89,2.41,1.53,1.55,8.91,8.64,112,105,0,0,Poor,8,33.42,8.64,48.12,45.26
2734,20,Female,High School,6.87,1.88,1.64,7.8,1.56,7.15,7.86,82,162,1,1,Average,6,16.68,31.31,27.41,31.23
2735,20,Male,High School,2.99,4.36,0.93,2.38,0.78,8.91,10.39,113,294,0,0,Average,8,9.67,9.34,15.9,18.03
2736,18,Other,High School,4.38,3.16,2.3,1.38,0.96,7.29,7.54,12,250,1,1,Good,9,12.23,2.47,40.03,39.05
2737,18,Female,High School,4.6,1.03,2.31,0.84,2.25,8.36,4.42,150,229,0,0,Poor,8,7.66,11.02,33.3,34.1
2738,19,Other,High School,5.74,1.95,2.92,4.83,1.12,7.96,10.83,94,315,0,1,Good,3,15.23,21.95,22.87,35.26
2739,22,Other,High School,5.15,4.35,2.1,5.79,0.0,6.07,6.55,150,206,1,1,Poor,9,19.87,17.71,26.13,37.92
2740,21,Other,High School,7.83,2.78,1.09,2.2,0.44,7.08,9.83,150,227,1,1,Good,8,24.76,8.3,49.09,43.54
2741,24,Female,High School,3.89,0.31,3.58,4.77,3.59,7.85,9.38,125,318,0,1,Average,5,6.83,12.37,18.17,29.78
2742,16,Male,High School,3.82,3.05,1.81,2.89,2.67,7.15,3.03,81,137,0,1,Good,6,12.86,9.42,26.81,25.83
2743,24,Other,High School,4.08,2.83,5.0,1.66,0.0,7.08,3.43,5,0,0,0,Average,9,19.76,12.47,37.28,45.06
2744,17,Male,High School,8.56,2.04,2.62,2.59,0.0,7.76,4.51,128,437,1,0,Average,1,32.03,0.88,41.02,41.0
2745,22,Male,High School,5.36,3.02,2.85,0.89,1.2,8.66,7.76,150,367,1,1,Poor,8,27.26,7.6,39.7,35.35
2746,16,Other,High School,2.43,3.01,0.89,2.6,1.49,5.48,6.16,46,224,1,0,Average,10,12.5,26.44,17.56,16.8
2747,19,Male,High School,1.7,3.56,0.51,3.78,3.05,7.52,7.79,106,144,1,1,Good,10,11.69,30.75,12.04,14.26
2748,19,Male,High School,2.54,2.77,3.34,1.86,2.58,8.1,3.63,89,215,0,0,Poor,1,2.69,10.18,8.27,11.56
2749,19,Female,High School,3.17,1.33,2.71,3.29,1.78,6.8,7.77,132,177,0,1,Poor,8,13.37,21.37,19.53,24.26
2750,23,Female,High School,3.03,2.29,1.26,5.7,0.0,5.45,8.54,121,239,0,1,Good,5,12.56,15.45,11.14,23.34
2751,19,Male,High School,2.01,1.56,0.81,2.46,1.76,7.11,5.85,95,341,1,0,Average,9,10.78,10.64,17.5,13.97
2752,23,Male,High School,3.2,3.26,3.78,3.33,0.0,6.45,5.76,146,500,1,1,Poor,10,8.34,19.12,19.33,14.68
2753,22,Female,High School,2.79,3.18,2.35,1.56,2.11,5.1,4.36,145,143,1,0,Average,5,6.42,27.41,20.92,29.56
2754,20,Male,High School,0.56,2.21,3.42,2.11,2.29,8.75,5.15,150,146,0,1,Average,10,1.46,2.66,11.82,14.8
2755,16,Male,High School,2.6,3.22,2.56,2.75,1.17,7.48,4.88,70,380,0,0,Average,8,17.51,18.04,25.66,25.68
2756,16,Male,High School,5.72,0.27,1.63,2.98,1.51,7.73,1.0,116,282,0,1,Poor,6,6.12,0.0,35.49,28.03
2757,21,Female,High School,3.97,1.82,3.47,3.36,2.61,8.55,4.22,49,4,0,0,Average,10,7.81,16.57,30.58,33.15
2758,23,Male,High School,7.05,3.92,2.92,3.61,0.9,6.08,5.09,103,364,1,0,Poor,9,35.24,24.5,39.06,47.79
2759,20,Female,High School,4.47,2.75,1.59,3.29,2.04,6.8,2.73,79,76,0,1,Good,3,12.7,9.44,30.09,22.11
2760,20,Other,High School,0.44,1.59,1.61,3.98,0.2,6.66,3.74,63,160,0,0,Poor,4,1.39,1.52,4.78,8.94
2761,21,Male,High School,5.0,2.0,2.47,4.02,1.61,5.89,8.44,108,278,1,1,Poor,3,12.54,35.8,30.55,31.28
2762,19,Other,High School,3.22,3.03,3.18,3.15,1.52,6.38,4.85,45,500,0,1,Average,5,4.56,11.14,10.11,14.87
2763,18,Male,High School,5.95,4.33,2.48,1.86,0.82,6.46,9.87,46,302,0,1,Average,6,23.23,0.39,30.08,26.81
2764,20,Female,High School,4.51,2.81,0.13,3.58,0.49,7.2,3.55,138,500,0,0,Average,4,16.99,0.0,14.87,16.73
2765,16,Female,High School,4.41,2.29,0.33,1.66,0.29,5.97,13.73,145,278,1,0,Good,6,17.75,10.57,29.82,30.8
2766,20,Male,High School,4.55,2.16,0.0,1.52,2.03,6.12,8.3,94,188,0,0,Good,5,19.18,17.51,30.1,25.07
2767,20,Other,High School,5.67,0.0,2.1,2.28,1.91,7.86,5.69,132,0,0,0,Good,3,16.65,11.2,27.85,21.13
2768,20,Other,High School,6.91,1.07,2.25,4.53,1.87,7.03,10.84,15,92,1,0,Good,1,24.49,30.73,28.43,26.41
2769,20,Male,High School,7.47,3.99,3.76,3.33,1.32,8.66,9.64,95,234,1,0,Good,1,30.03,23.82,42.54,39.93
2770,17,Male,High School,2.81,3.2,2.76,1.64,2.26,7.82,5.3,83,143,0,0,Good,1,3.38,4.0,11.21,20.33
2771,17,Female,High School,3.96,3.95,2.92,3.98,1.39,5.11,5.65,132,90,1,1,Poor,3,22.27,22.74,15.43,18.71
2772,20,Other,High School,5.56,3.22,1.87,4.16,3.12,8.13,3.21,147,373,0,1,Average,6,14.19,16.21,26.84,25.23
2773,16,Female,High School,4.8,1.81,1.02,3.18,1.42,6.12,8.91,110,0,0,0,Poor,5,13.16,10.59,17.74,23.1
2774,18,Female,High School,0.67,3.0,0.63,2.26,0.23,7.63,4.81,56,254,1,0,Poor,3,6.14,0.0,6.31,7.51
2775,19,Female,High School,1.65,1.01,1.99,4.42,2.21,4.57,4.67,105,246,0,1,Average,10,2.62,36.17,19.64,11.5
2776,18,Male,High School,5.27,2.35,2.36,1.45,0.39,8.22,1.98,89,452,0,1,Good,4,19.98,0.0,24.77,27.18
2777,20,Female,High School,1.24,1.73,0.92,3.03,1.44,7.48,8.75,132,213,0,1,Average,9,0.34,6.39,3.98,5.22
2778,21,Other,High School,2.91,3.2,2.47,1.91,2.42,6.91,6.35,129,273,0,1,Good,7,1.37,0.0,22.71,22.79
2779,18,Female,High School,5.58,2.12,3.99,2.99,4.47,6.31,7.89,78,199,1,1,Good,5,15.98,30.97,27.45,43.13
2780,21,Other,High School,5.0,1.48,1.97,3.28,2.35,6.55,4.13,107,0,0,0,Poor,4,9.04,4.17,17.58,22.76
2781,23,Other,High School,3.75,1.79,1.61,2.52,1.57,7.37,6.08,18,280,1,1,Poor,3,14.37,15.25,19.34,16.49
2782,22,Other,High School,2.79,3.0,1.63,0.63,0.73,7.88,9.16,18,340,1,0,Good,2,12.89,25.37,21.01,17.88
2783,18,Female,High School,4.83,3.77,2.11,2.07,0.0,7.57,6.5,105,415,1,0,Average,4,11.02,0.0,19.54,21.88
2784,20,Male,High School,2.45,1.83,2.0,1.0,0.0,6.7,7.04,132,264,0,1,Average,3,3.59,0.0,10.74,16.0
2785,22,Other,High School,6.43,3.43,2.37,4.58,2.05,8.6,10.05,102,1,0,0,Average,4,23.06,21.25,31.02,30.66
2786,23,Other,High School,5.41,1.54,0.0,2.27,2.04,9.38,7.32,96,56,1,1,Poor,4,27.44,0.0,40.22,41.01
2787,24,Male,High School,6.11,1.72,2.82,3.88,3.65,5.33,8.49,90,109,1,1,Good,10,13.82,35.71,40.07,34.06
2788,23,Female,High School,6.67,2.34,2.01,2.98,1.15,8.4,6.12,145,421,1,0,Poor,9,17.46,5.73,45.19,37.49
2789,20,Male,High School,4.85,2.79,0.62,4.44,1.93,5.28,2.75,69,386,0,0,Good,8,16.15,6.26,28.88,34.46
2790,21,Female,High School,6.39,3.14,1.01,4.47,2.41,9.42,5.26,106,42,0,1,Good,10,15.99,6.63,39.87,38.06
2791,17,Female,High School,5.29,1.87,1.56,1.63,3.22,4.9,7.88,48,0,1,1,Good,7,15.95,14.07,31.9,41.89
2792,19,Other,High School,5.41,1.16,1.91,3.02,2.78,7.12,4.11,79,82,0,0,Average,10,4.29,0.0,34.47,40.81
2793,18,Female,High School,3.95,0.52,1.25,3.13,1.07,7.56,4.39,121,327,0,1,Average,3,11.39,6.45,17.89,19.04
2794,23,Male,High School,4.44,2.0,2.29,2.1,0.0,6.89,6.77,129,222,1,0,Poor,3,20.06,15.94,22.07,10.58
2795,22,Female,High School,2.92,1.61,0.5,2.03,2.25,6.26,4.98,89,113,0,1,Average,3,0.0,0.0,11.83,13.32
2796,16,Male,High School,4.23,2.25,3.27,5.25,2.06,8.18,6.7,110,232,0,0,Average,1,8.92,17.44,8.87,14.74
2797,17,Other,High School,7.68,2.77,2.15,3.89,0.0,7.66,10.94,46,111,1,1,Good,1,29.26,22.42,32.31,43.13
2798,18,Other,High School,3.88,1.71,1.45,2.0,0.98,9.75,12.3,0,306,0,1,Good,8,14.8,4.11,34.84,29.26
2799,17,Male,High School,5.96,2.15,1.99,1.84,3.0,8.18,6.89,21,86,1,1,Poor,5,25.58,9.62,34.63,24.11
2800,22,Female,High School,5.64,2.71,2.09,4.79,2.02,8.34,9.78,61,0,0,0,Average,8,20.85,23.0,30.51,39.17
2801,19,Female,High School,0.0,0.35,1.65,4.41,0.0,7.94,8.64,18,348,0,1,Good,8,0.0,10.13,4.28,11.38
2802,20,Male,High School,2.86,2.32,0.68,3.11,1.05,9.61,2.74,113,237,1,0,Good,6,14.01,0.0,12.79,21.13
2803,16,Male,High School,5.83,2.6,0.62,3.54,1.79,5.53,2.71,150,429,1,1,Average,10,22.01,0.0,35.59,38.92
2804,17,Male,High School,3.02,4.87,2.97,3.61,2.09,7.64,7.98,22,148,1,0,Average,1,9.43,23.04,15.69,18.82
2805,20,Male,High School,5.39,2.6,2.81,3.81,0.29,4.61,6.25,87,0,1,1,Average,7,24.19,28.96,26.75,28.47
2806,20,Female,High School,3.4,0.93,2.01,4.1,0.1,7.81,4.11,0,221,0,1,Good,3,0.0,0.0,8.56,18.92
2807,16,Other,High School,5.05,1.48,1.84,3.27,3.66,6.66,5.34,43,390,0,1,Poor,10,15.15,28.82,38.7,30.12
2808,23,Female,High School,2.07,2.72,1.98,1.6,1.12,7.18,4.68,107,122,0,0,Good,2,18.8,0.0,14.72,7.94
2809,20,Female,High School,2.93,1.79,1.15,1.54,1.58,5.85,9.29,51,197,0,0,Good,8,7.41,5.13,25.24,20.89
2810,19,Female,High School,7.51,3.47,1.04,3.37,1.17,8.94,10.54,101,191,0,0,Average,9,26.64,1.03,53.21,50.56
2811,17,Other,High School,7.14,2.08,3.19,2.77,0.8,6.81,4.71,119,0,0,0,Poor,3,25.79,0.0,41.95,44.69
2812,21,Male,High School,2.91,1.02,1.76,2.79,3.32,6.39,7.81,138,220,0,1,Good,4,4.38,10.13,14.56,14.38
2813,21,Other,High School,6.82,2.21,0.8,1.68,2.39,7.29,8.37,101,314,1,0,Good,7,16.75,7.21,39.49,40.7
2814,17,Other,High School,6.59,3.28,1.42,2.07,2.05,6.06,4.45,96,342,1,1,Average,1,26.9,9.64,21.21,33.79
2815,22,Female,High School,4.84,1.6,2.91,4.26,0.84,9.85,6.5,44,95,0,0,Average,4,12.77,0.34,14.74,23.38
2816,23,Female,High School,6.63,1.81,2.05,1.09,1.12,7.53,7.66,73,79,1,0,Good,8,30.08,5.13,45.82,41.0
2817,20,Other,High School,4.18,2.14,2.49,1.91,0.96,7.81,1.0,87,491,1,0,Poor,6,13.63,11.51,20.37,22.69
2818,19,Other,High School,7.13,4.93,1.61,1.65,2.25,6.34,8.9,150,500,0,1,Good,6,35.11,2.69,43.19,46.58
2819,22,Female,High School,4.83,2.87,1.19,2.61,0.98,6.39,7.81,7,373,0,0,Poor,7,12.59,25.11,22.98,23.86
2820,18,Female,High School,3.04,1.9,1.7,2.45,0.8,6.17,4.6,105,312,0,0,Average,3,5.41,19.16,13.15,21.82
2821,19,Female,High School,7.51,2.85,1.91,4.28,0.03,7.1,6.1,73,246,0,1,Average,5,24.6,3.98,39.34,45.23
2822,17,Female,High School,1.72,0.24,3.31,5.86,3.75,5.95,10.48,92,179,0,0,Good,1,2.63,53.04,1.0,1.83
2823,18,Female,High School,4.71,2.91,2.48,2.83,0.86,7.08,3.71,150,500,1,1,Average,4,14.38,0.0,29.54,27.37
2824,21,Female,High School,6.89,2.97,3.35,2.55,3.95,7.44,3.96,140,291,1,1,Average,8,21.61,5.67,41.17,41.72
2825,24,Other,High School,3.15,3.59,1.86,3.44,2.94,8.9,7.85,118,167,1,1,Average,8,2.27,5.53,19.1,22.54
2826,20,Female,High School,1.45,1.62,1.97,4.22,0.27,7.15,7.42,8,276,0,0,Average,6,2.18,22.23,6.82,10.52
2827,23,Female,High School,7.03,3.7,3.03,3.95,1.42,7.79,3.43,77,0,1,1,Good,5,29.05,9.56,40.04,28.9
2828,17,Male,High School,3.06,2.51,2.84,0.0,1.22,4.03,4.58,91,97,0,1,Average,4,15.52,2.09,12.17,24.11
2829,19,Male,High School,5.42,0.77,0.64,4.0,0.87,6.47,5.34,81,200,1,1,Poor,4,12.76,0.0,32.39,35.48
2830,16,Female,High School,3.43,0.55,1.39,2.54,2.08,7.35,6.16,0,198,1,0,Poor,7,8.98,16.53,22.73,21.49
2831,17,Male,High School,4.76,4.72,1.12,3.05,1.87,7.3,4.9,78,75,1,1,Good,7,12.11,20.41,27.79,20.8
2832,18,Other,High School,5.35,2.22,1.77,2.17,0.93,7.84,7.38,120,66,0,1,Good,5,23.75,13.62,31.45,39.18
2833,16,Male,High School,4.33,0.56,2.45,3.4,2.44,5.86,4.26,58,321,0,0,Average,4,8.97,25.37,21.44,26.65
2834,17,Female,High School,5.69,1.63,1.32,4.28,2.75,6.34,8.24,128,120,1,0,Poor,2,13.16,23.84,30.83,31.08
2835,19,Female,High School,0.0,3.74,2.33,3.61,0.0,4.52,7.32,121,196,1,1,Average,5,8.43,23.69,2.57,1.0
2836,16,Female,High School,4.88,3.86,3.05,4.53,2.5,8.11,6.1,81,366,0,0,Good,7,14.15,20.75,16.36,24.32
2837,16,Other,High School,5.64,1.28,1.09,3.89,1.61,7.01,1.86,13,92,0,1,Average,7,16.39,0.0,39.89,32.08
2838,21,Other,High School,3.07,1.49,1.98,5.11,0.63,7.35,6.11,70,0,0,1,Average,3,0.0,20.16,1.1,6.23
2839,20,Other,High School,7.29,3.06,3.66,3.57,1.28,6.98,4.14,149,339,0,1,Average,1,25.49,22.62,36.93,27.1
2840,19,Female,High School,5.46,4.06,0.36,0.75,1.08,8.37,6.06,67,229,0,1,Poor,2,25.23,0.0,25.63,15.48
2841,17,Other,High School,3.74,1.89,1.25,5.14,1.7,9.0,11.73,42,163,1,1,Poor,6,7.44,18.42,12.08,21.67
2842,19,Other,High School,0.65,3.05,1.77,2.03,1.66,7.85,4.69,91,390,1,0,Poor,7,4.44,0.0,22.14,17.73
2843,20,Female,High School,2.45,1.72,0.14,1.52,1.3,9.58,6.95,47,327,1,0,Good,7,11.2,0.0,23.24,24.88
2844,18,Female,High School,2.83,2.38,4.02,1.33,0.0,9.51,11.34,45,215,0,1,Average,5,12.88,5.77,16.25,22.01
2845,20,Female,High School,4.74,1.88,0.0,5.51,1.95,6.68,6.03,117,307,0,0,Poor,1,13.09,26.07,13.94,15.48
2846,21,Female,High School,10.0,0.0,2.2,2.24,2.34,8.15,4.44,101,0,1,0,Average,1,33.53,3.19,43.87,49.5
2847,17,Female,High School,2.88,1.8,1.26,4.29,2.54,6.34,2.19,64,79,0,0,Poor,3,0.35,2.25,1.0,12.05
2848,22,Male,High School,1.27,1.72,1.07,3.65,1.08,7.97,8.99,126,225,0,0,Average,8,0.0,5.8,9.6,18.25
2849,20,Other,High School,4.76,1.53,2.73,2.29,2.68,7.66,7.61,105,331,0,1,Good,5,10.84,27.84,27.31,23.49
2850,19,Male,High School,4.31,2.55,1.83,3.95,2.1,7.94,8.33,88,56,1,1,Average,3,16.67,3.81,21.9,20.61
2851,18,Female,High School,6.42,0.85,1.62,4.04,1.13,6.86,5.32,90,187,0,1,Good,8,21.68,12.77,50.91,44.55
2852,17,Other,High School,4.1,1.33,2.61,4.63,3.37,5.31,6.89,58,213,1,1,Average,8,3.57,33.03,21.04,28.53
2853,21,Other,High School,6.25,1.89,0.38,3.12,1.23,9.71,3.17,150,187,1,0,Average,3,25.84,0.0,25.22,27.73
2854,20,Male,High School,9.56,3.08,1.49,3.48,2.92,6.66,7.0,150,119,0,1,Average,5,23.86,14.55,43.74,50.26
2855,16,Female,High School,4.24,2.3,1.76,1.34,1.16,7.82,5.09,99,380,1,1,Good,6,14.46,0.0,26.65,30.39
2856,19,Male,High School,5.57,1.78,2.12,2.28,2.96,8.04,1.12,119,244,1,0,Good,1,15.29,0.0,21.08,24.87
2857,16,Female,High School,8.21,1.97,0.94,0.88,3.95,6.38,5.78,138,488,0,0,Good,2,22.59,7.14,33.9,39.47
2858,17,Female,High School,3.87,2.49,2.29,2.27,0.0,7.26,2.86,52,425,1,0,Good,3,20.59,11.5,25.83,12.58
2859,16,Male,High School,5.09,1.13,3.98,4.22,3.31,7.79,7.3,37,58,1,0,Good,2,14.15,29.88,16.95,18.15
2860,19,Female,High School,6.02,3.32,2.15,3.48,2.98,7.66,4.96,55,500,0,1,Average,10,28.97,2.58,40.82,45.02
2861,17,Other,High School,5.26,0.02,0.82,1.33,1.99,8.75,1.63,150,220,1,1,Good,5,24.65,0.0,30.83,38.3
2862,24,Other,High School,4.5,2.68,0.72,1.63,1.96,8.8,4.36,110,179,0,0,Good,7,14.15,0.0,28.6,26.02
2863,19,Female,High School,5.73,2.5,1.74,6.21,2.79,8.24,6.59,111,153,1,0,Good,8,16.41,8.56,35.22,37.6
2864,23,Female,High School,3.42,2.66,1.9,5.47,1.66,7.35,4.96,135,84,0,1,Good,2,0.0,5.83,8.01,19.55
2865,16,Other,High School,1.48,1.09,1.61,3.02,2.98,6.76,8.3,65,240,1,1,Good,4,0.0,22.82,12.01,10.52
2866,24,Male,High School,3.43,2.7,1.87,2.83,2.41,6.66,3.32,52,308,1,0,Average,1,8.1,6.49,11.11,8.1
2867,23,Male,High School,3.03,3.12,2.69,3.88,2.5,7.7,1.51,150,225,0,0,Average,8,5.01,2.7,23.88,24.11
2868,17,Other,High School,9.0,1.3,3.41,4.09,1.78,6.49,7.0,90,490,1,1,Poor,1,25.23,38.55,43.06,49.48
2869,17,Male,High School,3.71,4.4,1.97,5.53,1.17,9.02,7.27,150,186,1,0,Good,4,17.4,8.32,21.46,27.53
2870,16,Other,High School,5.51,1.72,2.52,4.03,1.66,10.0,9.72,97,238,0,0,Good,5,12.88,15.17,24.03,22.89
2871,17,Female,High School,2.03,1.71,1.0,2.08,2.88,4.57,6.08,98,64,0,0,Poor,10,5.13,8.35,27.61,22.35
2872,22,Other,High School,2.31,3.22,1.5,2.63,1.35,7.7,9.71,57,338,1,1,Good,4,0.0,19.08,11.03,12.29
2873,17,Other,High School,5.99,2.84,2.78,2.39,2.69,6.91,4.3,111,207,1,1,Average,1,23.15,29.91,13.89,25.17
2874,22,Male,High School,3.72,2.95,1.67,3.95,2.05,6.64,5.58,75,214,1,0,Good,8,18.54,19.8,28.16,20.39
2875,16,Other,High School,7.31,3.31,1.54,1.69,2.12,7.44,3.58,24,270,0,0,Poor,5,28.82,0.0,40.12,50.27
2876,18,Male,High School,7.43,2.5,2.85,0.96,1.99,7.12,7.57,43,331,1,0,Average,1,29.03,8.72,40.88,40.7
2877,22,Male,High School,3.3,1.88,3.54,4.86,2.61,5.49,4.5,78,456,1,0,Good,7,14.52,47.77,21.14,27.58
2878,20,Other,High School,5.73,3.02,3.72,2.79,2.33,4.33,10.54,123,201,1,1,Good,4,23.42,30.17,35.89,32.72
2879,19,Female,High School,3.73,2.06,2.87,2.46,1.48,5.2,8.37,4,346,0,0,Average,10,12.99,3.64,29.54,34.42
2880,25,Other,High School,3.92,2.75,3.07,3.07,2.2,7.86,11.8,53,193,1,0,Good,2,18.26,30.57,23.43,14.76
2881,17,Other,High School,5.46,1.76,2.25,2.89,1.64,5.49,8.33,53,25,0,0,Good,3,12.69,38.5,23.18,39.04
2882,18,Female,High School,0.0,2.04,0.83,2.51,1.91,7.21,4.57,51,157,1,0,Poor,6,0.0,8.82,4.96,16.46
2883,19,Female,High School,4.66,2.93,2.96,2.54,2.61,5.83,5.88,140,335,1,1,Good,3,11.81,10.39,31.37,17.27
2884,17,Female,High School,6.69,2.85,3.16,3.85,1.71,4.75,5.3,10,500,0,0,Average,3,27.64,29.7,28.93,27.72
